,Date
4295,28/06/2020
4296,28/06/2020
4297,28/06/2020
4298,28/06/2020
4299,28/06/2020
4300,28/06/2020
4301,28/06/2020
4302,28/06/2020
4303,28/06/2020
4304,28/06/2020
4305,28/06/2020
4306,28/06/2020
4307,28/06/2020
4308,28/06/2020
4309,28/06/2020
4310,28/06/2020
4311,28/06/2020
4312,28/06/2020
4313,29/06/2020
4314,29/06/2020
4315,29/06/2020
4316,29/06/2020
4317,29/06/2020
4318,29/06/2020
4319,29/06/2020
4320,29/06/2020
4321,29/06/2020
4322,29/06/2020
4323,29/06/2020
4324,29/06/2020
4325,29/06/2020
4326,29/06/2020
4327,29/06/2020
4328,29/06/2020
4329,29/06/2020
4330,29/06/2020
4331,29/06/2020
4332,29/06/2020
4333,29/06/2020
4334,29/06/2020
4335,29/06/2020
4336,29/06/2020
4337,30/06/2020
4338,30/06/2020
4339,30/06/2020
4340,30/06/2020
4341,30/06/2020
4342,30/06/2020
4343,30/06/2020
4344,30/06/2020
4345,30/06/2020
4346,30/06/2020
4347,30/06/2020
4348,30/06/2020
4349,30/06/2020
4350,30/06/2020
4351,30/06/2020
4352,30/06/2020
4353,30/06/2020
4354,30/06/2020
4355,30/06/2020
4356,30/06/2020
4357,30/06/2020
4358,30/06/2020
4359,30/06/2020
4360,30/06/2020
4361,01/07/2020
4362,01/07/2020
4363,01/07/2020
4364,01/07/2020
4365,01/07/2020
4366,01/07/2020
4367,01/07/2020
4368,01/07/2020
4369,01/07/2020
4370,01/07/2020
4371,01/07/2020
4372,01/07/2020
4373,01/07/2020
4374,01/07/2020
4375,01/07/2020
4376,01/07/2020
4377,01/07/2020
4378,01/07/2020
4379,01/07/2020
4380,01/07/2020
4381,01/07/2020
4382,01/07/2020
4383,01/07/2020
4384,01/07/2020
4385,02/07/2020
4386,02/07/2020
4387,02/07/2020
4388,02/07/2020
4389,02/07/2020
4390,02/07/2020
4391,02/07/2020
4392,02/07/2020
4393,02/07/2020
4394,02/07/2020
4395,02/07/2020
4396,02/07/2020
4397,02/07/2020
4398,02/07/2020
4399,02/07/2020
4400,02/07/2020
4401,02/07/2020
4402,02/07/2020
4403,02/07/2020
4404,02/07/2020
4405,02/07/2020
4406,02/07/2020
4407,02/07/2020
4408,02/07/2020
4409,03/07/2020
4410,03/07/2020
4411,03/07/2020
4412,03/07/2020
4413,03/07/2020
4414,03/07/2020
4415,03/07/2020
4416,03/07/2020
4417,03/07/2020
4418,03/07/2020
4419,03/07/2020
4420,03/07/2020
4421,03/07/2020
4422,03/07/2020
4423,03/07/2020
4424,03/07/2020
4425,03/07/2020
4426,03/07/2020
4427,03/07/2020
4428,03/07/2020
4429,03/07/2020
4430,03/07/2020
4431,03/07/2020
4432,03/07/2020
4433,04/07/2020
4434,04/07/2020
4435,04/07/2020
4436,04/07/2020
4437,04/07/2020
4438,04/07/2020
4439,04/07/2020
4440,04/07/2020
4441,04/07/2020
4442,04/07/2020
4443,04/07/2020
4444,04/07/2020
4445,04/07/2020
4446,04/07/2020
4447,04/07/2020
4448,04/07/2020
4449,04/07/2020
4450,04/07/2020
4451,04/07/2020
4452,04/07/2020
4453,04/07/2020
4454,04/07/2020
4455,04/07/2020
4456,04/07/2020
4457,05/07/2020
4458,05/07/2020
4459,05/07/2020
4460,05/07/2020
4461,05/07/2020
4462,05/07/2020
4463,05/07/2020
4464,05/07/2020
4465,05/07/2020
4466,05/07/2020
4467,05/07/2020
4468,05/07/2020
4469,05/07/2020
4470,05/07/2020
4471,05/07/2020
4472,05/07/2020
4473,05/07/2020
4474,05/07/2020
4475,05/07/2020
4476,05/07/2020
4477,05/07/2020
4478,05/07/2020
4479,05/07/2020
4480,05/07/2020
4481,06/07/2020
4482,06/07/2020
4483,06/07/2020
4484,06/07/2020
4485,06/07/2020
4486,06/07/2020
4487,06/07/2020
4488,06/07/2020
4489,06/07/2020
4490,06/07/2020
4491,06/07/2020
4492,06/07/2020
4493,06/07/2020
4494,06/07/2020
4495,06/07/2020
4496,06/07/2020
4497,06/07/2020
4498,06/07/2020
4499,06/07/2020
4500,06/07/2020
4501,06/07/2020
4502,06/07/2020
4503,06/07/2020
4504,06/07/2020
4505,07/07/2020
4506,07/07/2020
4507,07/07/2020
4508,07/07/2020
4509,07/07/2020
4510,07/07/2020
4511,07/07/2020
4512,07/07/2020
4513,07/07/2020
4514,07/07/2020
4515,07/07/2020
4516,07/07/2020
4517,07/07/2020
4518,07/07/2020
4519,07/07/2020
4520,07/07/2020
4521,07/07/2020
4522,07/07/2020
4523,07/07/2020
4524,07/07/2020
4525,07/07/2020
4526,07/07/2020
4527,07/07/2020
4528,07/07/2020
4529,08/07/2020
4530,08/07/2020
4531,08/07/2020
4532,08/07/2020
4533,08/07/2020
4534,08/07/2020
4535,08/07/2020
4536,08/07/2020
4537,08/07/2020
4538,08/07/2020
4539,08/07/2020
4540,08/07/2020
4541,08/07/2020
4542,08/07/2020
4543,08/07/2020
4544,08/07/2020
4545,08/07/2020
4546,08/07/2020
4547,08/07/2020
4548,08/07/2020
4549,08/07/2020
4550,08/07/2020
4551,08/07/2020
4552,08/07/2020
4553,09/07/2020
4554,09/07/2020
4555,09/07/2020
4556,09/07/2020
4557,09/07/2020
4558,09/07/2020
4559,09/07/2020
4560,09/07/2020
4561,09/07/2020
4562,09/07/2020
4563,09/07/2020
4564,09/07/2020
4565,09/07/2020
4566,09/07/2020
4567,09/07/2020
4568,09/07/2020
4569,09/07/2020
4570,09/07/2020
4571,09/07/2020
4572,09/07/2020
4573,09/07/2020
4574,09/07/2020
4575,09/07/2020
4576,09/07/2020
4577,10/07/2020
4578,10/07/2020
4579,10/07/2020
4580,10/07/2020
4581,10/07/2020
4582,10/07/2020
4583,10/07/2020
4584,10/07/2020
4585,10/07/2020
4586,10/07/2020
4587,10/07/2020
4588,10/07/2020
4589,10/07/2020
4590,10/07/2020
4591,10/07/2020
4592,10/07/2020
4593,10/07/2020
4594,10/07/2020
4595,10/07/2020
4596,10/07/2020
4597,10/07/2020
4598,10/07/2020
4599,10/07/2020
4600,10/07/2020
4601,11/07/2020
4602,11/07/2020
4603,11/07/2020
4604,11/07/2020
4605,11/07/2020
4606,11/07/2020
4607,11/07/2020
4608,11/07/2020
4609,11/07/2020
4610,11/07/2020
4611,11/07/2020
4612,11/07/2020
4613,11/07/2020
4614,11/07/2020
4615,11/07/2020
4616,11/07/2020
4617,11/07/2020
4618,11/07/2020
4619,11/07/2020
4620,11/07/2020
4621,11/07/2020
4622,11/07/2020
4623,11/07/2020
4624,11/07/2020
4625,12/07/2020
4626,12/07/2020
4627,12/07/2020
4628,12/07/2020
4629,12/07/2020
4630,12/07/2020
4631,12/07/2020
4632,12/07/2020
4633,12/07/2020
4634,12/07/2020
4635,12/07/2020
4636,12/07/2020
4637,12/07/2020
4638,12/07/2020
4639,12/07/2020
4640,12/07/2020
4641,12/07/2020
4642,12/07/2020
4643,12/07/2020
4644,12/07/2020
4645,12/07/2020
4646,12/07/2020
4647,12/07/2020
4648,12/07/2020
4649,13/07/2020
4650,13/07/2020
4651,13/07/2020
4652,13/07/2020
4653,13/07/2020
4654,13/07/2020
4655,13/07/2020
4656,13/07/2020
4657,13/07/2020
4658,13/07/2020
4659,13/07/2020
4660,13/07/2020
4661,13/07/2020
4662,13/07/2020
4663,13/07/2020
4664,13/07/2020
4665,13/07/2020
4666,13/07/2020
4667,13/07/2020
4668,13/07/2020
4669,13/07/2020
4670,13/07/2020
4671,13/07/2020
4672,13/07/2020
4673,14/07/2020
4674,14/07/2020
4675,14/07/2020
4676,14/07/2020
4677,14/07/2020
4678,14/07/2020
4679,14/07/2020
4680,14/07/2020
4681,14/07/2020
4682,14/07/2020
4683,14/07/2020
4684,14/07/2020
4685,14/07/2020
4686,14/07/2020
4687,14/07/2020
4688,14/07/2020
4689,14/07/2020
4690,14/07/2020
4691,14/07/2020
4692,14/07/2020
4693,14/07/2020
4694,14/07/2020
4695,14/07/2020
4696,14/07/2020
4697,15/07/2020
4698,15/07/2020
4699,15/07/2020
4700,15/07/2020
4701,15/07/2020
4702,15/07/2020
4703,15/07/2020
4704,15/07/2020
4705,15/07/2020
4706,15/07/2020
4707,15/07/2020
4708,15/07/2020
4709,15/07/2020
4710,15/07/2020
4711,15/07/2020
4712,15/07/2020
4713,15/07/2020
4714,15/07/2020
4715,15/07/2020
4716,15/07/2020
4717,15/07/2020
4718,15/07/2020
4719,15/07/2020
4720,15/07/2020
4721,16/07/2020
4722,16/07/2020
4723,16/07/2020
4724,16/07/2020
4725,16/07/2020
4726,16/07/2020
4727,16/07/2020
4728,16/07/2020
4729,16/07/2020
4730,16/07/2020
4731,16/07/2020
4732,16/07/2020
4733,16/07/2020
4734,16/07/2020
4735,16/07/2020
4736,16/07/2020
4737,16/07/2020
4738,16/07/2020
4739,16/07/2020
4740,16/07/2020
4741,16/07/2020
4742,16/07/2020
4743,16/07/2020
4744,16/07/2020
4745,17/07/2020
4746,17/07/2020
4747,17/07/2020
4748,17/07/2020
4749,17/07/2020
4750,17/07/2020
4751,17/07/2020
4752,17/07/2020
4753,17/07/2020
4754,17/07/2020
4755,17/07/2020
4756,17/07/2020
4757,17/07/2020
4758,17/07/2020
4759,17/07/2020
4760,17/07/2020
4761,17/07/2020
4762,17/07/2020
4763,17/07/2020
4764,17/07/2020
4765,17/07/2020
4766,17/07/2020
4767,17/07/2020
4768,17/07/2020
4769,18/07/2020
4770,18/07/2020
4771,18/07/2020
4772,18/07/2020
4773,18/07/2020
4774,18/07/2020
4775,18/07/2020
4776,18/07/2020
4777,18/07/2020
4778,18/07/2020
4779,18/07/2020
4780,18/07/2020
4781,18/07/2020
4782,18/07/2020
4783,18/07/2020
4784,18/07/2020
4785,18/07/2020
4786,18/07/2020
4787,18/07/2020
4788,18/07/2020
4789,18/07/2020
4790,18/07/2020
4791,18/07/2020
4792,18/07/2020
4793,19/07/2020
4794,19/07/2020
4795,19/07/2020
4796,19/07/2020
4797,19/07/2020
4798,19/07/2020
4799,19/07/2020
4800,19/07/2020
4801,19/07/2020
4802,19/07/2020
4803,19/07/2020
4804,19/07/2020
4805,19/07/2020
4806,19/07/2020
4807,19/07/2020
4808,19/07/2020
4809,19/07/2020
4810,19/07/2020
4811,19/07/2020
4812,19/07/2020
4813,19/07/2020
4814,19/07/2020
4815,19/07/2020
4816,19/07/2020
4817,20/07/2020
4818,20/07/2020
4819,20/07/2020
4820,20/07/2020
4821,20/07/2020
4822,20/07/2020
4823,20/07/2020
4824,20/07/2020
4825,20/07/2020
4826,20/07/2020
4827,20/07/2020
4828,20/07/2020
4829,20/07/2020
4830,20/07/2020
4831,20/07/2020
4832,20/07/2020
4833,20/07/2020
4834,20/07/2020
4835,20/07/2020
4836,20/07/2020
4837,20/07/2020
4838,20/07/2020
4839,20/07/2020
4840,20/07/2020
4841,21/07/2020
4842,21/07/2020
4843,21/07/2020
4844,21/07/2020
4845,21/07/2020
4846,21/07/2020
4847,21/07/2020
4848,21/07/2020
4849,21/07/2020
4850,21/07/2020
4851,21/07/2020
4852,21/07/2020
4853,21/07/2020
4854,21/07/2020
4855,21/07/2020
4856,21/07/2020
4857,21/07/2020
4858,21/07/2020
4859,21/07/2020
4860,21/07/2020
4861,21/07/2020
4862,21/07/2020
4863,21/07/2020
4864,21/07/2020
4865,22/07/2020
4866,22/07/2020
4867,22/07/2020
4868,22/07/2020
4869,22/07/2020
4870,22/07/2020
4871,22/07/2020
4872,22/07/2020
4873,22/07/2020
4874,22/07/2020
4875,22/07/2020
4876,22/07/2020
4877,22/07/2020
4878,22/07/2020
4879,22/07/2020
4880,22/07/2020
4881,22/07/2020
4882,22/07/2020
4883,22/07/2020
4884,22/07/2020
4885,22/07/2020
4886,22/07/2020
4887,22/07/2020
4888,22/07/2020
4889,23/07/2020
4890,23/07/2020
4891,23/07/2020
4892,23/07/2020
4893,23/07/2020
4894,23/07/2020
4895,23/07/2020
4896,23/07/2020
4897,23/07/2020
4898,23/07/2020
4899,23/07/2020
4900,23/07/2020
4901,23/07/2020
4902,23/07/2020
4903,23/07/2020
4904,23/07/2020
4905,23/07/2020
4906,23/07/2020
4907,23/07/2020
4908,23/07/2020
4909,23/07/2020
4910,23/07/2020
4911,23/07/2020
4912,23/07/2020
4913,24/07/2020
4914,24/07/2020
4915,24/07/2020
4916,24/07/2020
4917,24/07/2020
4918,24/07/2020
4919,24/07/2020
4920,24/07/2020
4921,24/07/2020
4922,24/07/2020
4923,24/07/2020
4924,24/07/2020
4925,24/07/2020
4926,24/07/2020
4927,24/07/2020
4928,24/07/2020
4929,24/07/2020
4930,24/07/2020
4931,24/07/2020
4932,24/07/2020
4933,24/07/2020
4934,24/07/2020
4935,24/07/2020
4936,24/07/2020
4937,25/07/2020
4938,25/07/2020
4939,25/07/2020
4940,25/07/2020
4941,25/07/2020
4942,25/07/2020
4943,25/07/2020
4944,25/07/2020
4945,25/07/2020
4946,25/07/2020
4947,25/07/2020
4948,25/07/2020
4949,25/07/2020
4950,25/07/2020
4951,25/07/2020
4952,25/07/2020
4953,25/07/2020
4954,25/07/2020
4955,25/07/2020
4956,25/07/2020
4957,25/07/2020
4958,25/07/2020
4959,25/07/2020
4960,25/07/2020
4961,26/07/2020
4962,26/07/2020
4963,26/07/2020
4964,26/07/2020
4965,26/07/2020
4966,26/07/2020
4967,26/07/2020
4968,26/07/2020
4969,26/07/2020
4970,26/07/2020
4971,26/07/2020
4972,26/07/2020
4973,26/07/2020
4974,26/07/2020
4975,26/07/2020
4976,26/07/2020
4977,26/07/2020
4978,26/07/2020
4979,26/07/2020
4980,26/07/2020
4981,26/07/2020
4982,26/07/2020
4983,26/07/2020
4984,26/07/2020
4985,27/07/2020
4986,27/07/2020
4987,27/07/2020
4988,27/07/2020
4989,27/07/2020
4990,27/07/2020
4991,27/07/2020
4992,27/07/2020
4993,27/07/2020
4994,27/07/2020
4995,27/07/2020
4996,27/07/2020
4997,27/07/2020
4998,27/07/2020
4999,27/07/2020
5000,27/07/2020
5001,27/07/2020
5002,27/07/2020
5003,27/07/2020
5004,27/07/2020
5005,27/07/2020
5006,27/07/2020
5007,27/07/2020
5008,27/07/2020
5009,28/07/2020
5010,28/07/2020
5011,28/07/2020
5012,28/07/2020
5013,28/07/2020
5014,28/07/2020
5015,28/07/2020
5016,28/07/2020
5017,28/07/2020
5018,28/07/2020
5019,28/07/2020
5020,28/07/2020
5021,28/07/2020
5022,28/07/2020
5023,28/07/2020
5024,28/07/2020
5025,28/07/2020
5026,28/07/2020
5027,28/07/2020
5028,28/07/2020
5029,28/07/2020
5030,28/07/2020
5031,28/07/2020
5032,28/07/2020
5033,29/07/2020
5034,29/07/2020
5035,29/07/2020
5036,29/07/2020
5037,29/07/2020
5038,29/07/2020
5039,29/07/2020
5040,29/07/2020
5041,29/07/2020
5042,29/07/2020
5043,29/07/2020
5044,29/07/2020
5045,29/07/2020
5046,29/07/2020
5047,29/07/2020
5048,29/07/2020
5049,29/07/2020
5050,29/07/2020
5051,29/07/2020
5052,29/07/2020
5053,29/07/2020
5054,29/07/2020
5055,29/07/2020
5056,29/07/2020
5057,30/07/2020
5058,30/07/2020
5059,30/07/2020
5060,30/07/2020
5061,30/07/2020
5062,30/07/2020
5063,30/07/2020
5064,30/07/2020
5065,30/07/2020
5066,30/07/2020
5067,30/07/2020
5068,30/07/2020
5069,30/07/2020
5070,30/07/2020
5071,30/07/2020
5072,30/07/2020
5073,30/07/2020
5074,30/07/2020
5075,30/07/2020
5076,30/07/2020
5077,30/07/2020
5078,30/07/2020
5079,30/07/2020
5080,30/07/2020
5081,31/07/2020
5082,31/07/2020
5083,31/07/2020
5084,31/07/2020
5085,31/07/2020
5086,31/07/2020
5087,31/07/2020
5088,31/07/2020
5089,31/07/2020
5090,31/07/2020
5091,31/07/2020
5092,31/07/2020
5093,31/07/2020
5094,31/07/2020
5095,31/07/2020
5096,31/07/2020
5097,31/07/2020
5098,31/07/2020
5099,31/07/2020
5100,31/07/2020
5101,31/07/2020
5102,31/07/2020
5103,31/07/2020
5104,31/07/2020
5105,01/08/2020
5106,01/08/2020
5107,01/08/2020
5108,01/08/2020
5109,01/08/2020
5110,01/08/2020
5111,01/08/2020
5112,01/08/2020
5113,01/08/2020
5114,01/08/2020
5115,01/08/2020
5116,01/08/2020
5117,01/08/2020
5118,01/08/2020
5119,01/08/2020
5120,01/08/2020
5121,01/08/2020
5122,01/08/2020
5123,01/08/2020
5124,01/08/2020
5125,01/08/2020
5126,01/08/2020
5127,01/08/2020
5128,01/08/2020
5129,02/08/2020
5130,02/08/2020
5131,02/08/2020
5132,02/08/2020
5133,02/08/2020
5134,02/08/2020
5135,02/08/2020
5136,02/08/2020
5137,02/08/2020
5138,02/08/2020
5139,02/08/2020
5140,02/08/2020
5141,02/08/2020
5142,02/08/2020
5143,02/08/2020
5144,02/08/2020
5145,02/08/2020
5146,02/08/2020
5147,02/08/2020
5148,02/08/2020
5149,02/08/2020
5150,02/08/2020
5151,02/08/2020
5152,02/08/2020
5153,03/08/2020
5154,03/08/2020
5155,03/08/2020
5156,03/08/2020
5157,03/08/2020
5158,03/08/2020
5159,03/08/2020
5160,03/08/2020
5161,03/08/2020
5162,03/08/2020
5163,03/08/2020
5164,03/08/2020
5165,03/08/2020
5166,03/08/2020
5167,03/08/2020
5168,03/08/2020
5169,03/08/2020
5170,03/08/2020
5171,03/08/2020
5172,03/08/2020
5173,03/08/2020
5174,03/08/2020
5175,03/08/2020
5176,03/08/2020
5177,04/08/2020
5178,04/08/2020
5179,04/08/2020
5180,04/08/2020
5181,04/08/2020
5182,04/08/2020
5183,04/08/2020
5184,04/08/2020
5185,04/08/2020
5186,04/08/2020
5187,04/08/2020
5188,04/08/2020
5189,04/08/2020
5190,04/08/2020
5191,04/08/2020
5192,04/08/2020
5193,04/08/2020
5194,04/08/2020
5195,04/08/2020
5196,04/08/2020
5197,04/08/2020
5198,04/08/2020
5199,04/08/2020
5200,04/08/2020
5201,05/08/2020
5202,05/08/2020
5203,05/08/2020
5204,05/08/2020
5205,05/08/2020
5206,05/08/2020
5207,05/08/2020
5208,05/08/2020
5209,05/08/2020
5210,05/08/2020
5211,05/08/2020
5212,05/08/2020
5213,05/08/2020
5214,05/08/2020
5215,05/08/2020
5216,05/08/2020
5217,05/08/2020
5218,05/08/2020
5219,05/08/2020
5220,05/08/2020
5221,05/08/2020
5222,05/08/2020
5223,05/08/2020
5224,05/08/2020
5225,06/08/2020
5226,06/08/2020
5227,06/08/2020
5228,06/08/2020
5229,06/08/2020
5230,06/08/2020
5231,06/08/2020
5232,06/08/2020
5233,06/08/2020
5234,06/08/2020
5235,06/08/2020
5236,06/08/2020
5237,06/08/2020
5238,06/08/2020
5239,06/08/2020
5240,06/08/2020
5241,06/08/2020
5242,06/08/2020
5243,06/08/2020
5244,06/08/2020
5245,06/08/2020
5246,06/08/2020
5247,07/08/2020
5248,07/08/2020
5249,07/08/2020
5250,07/08/2020
5251,07/08/2020
5252,07/08/2020
5253,07/08/2020
5254,07/08/2020
5255,07/08/2020
5256,07/08/2020
5257,07/08/2020
5258,07/08/2020
5259,07/08/2020
5260,07/08/2020
5261,07/08/2020
5262,07/08/2020
5263,07/08/2020
5264,07/08/2020
5265,07/08/2020
5266,07/08/2020
5267,07/08/2020
5268,07/08/2020
5269,07/08/2020
5270,07/08/2020
5271,08/08/2020
5272,08/08/2020
5273,08/08/2020
5274,08/08/2020
5275,08/08/2020
5276,08/08/2020
5277,08/08/2020
5278,08/08/2020
5279,08/08/2020
5280,08/08/2020
5281,08/08/2020
5282,08/08/2020
5283,08/08/2020
5284,08/08/2020
5285,08/08/2020
5286,08/08/2020
5287,08/08/2020
5288,08/08/2020
5289,08/08/2020
5290,08/08/2020
5291,08/08/2020
5292,08/08/2020
5293,08/08/2020
5294,08/08/2020
5295,09/08/2020
5296,09/08/2020
5297,09/08/2020
5298,09/08/2020
5299,09/08/2020
5300,09/08/2020
5301,09/08/2020
5302,09/08/2020
5303,09/08/2020
5304,09/08/2020
5305,09/08/2020
5306,09/08/2020
5307,09/08/2020
5308,09/08/2020
5309,09/08/2020
5310,09/08/2020
5311,09/08/2020
5312,09/08/2020
5313,09/08/2020
5314,09/08/2020
5315,09/08/2020
5316,09/08/2020
5317,09/08/2020
5318,09/08/2020
5319,10/08/2020
5320,10/08/2020
5321,10/08/2020
5322,10/08/2020
5323,10/08/2020
5324,10/08/2020
5325,10/08/2020
5326,10/08/2020
5327,10/08/2020
5328,10/08/2020
5329,10/08/2020
5330,10/08/2020
5331,10/08/2020
5332,10/08/2020
5333,10/08/2020
5334,10/08/2020
5335,10/08/2020
5336,10/08/2020
5337,10/08/2020
5338,10/08/2020
5339,10/08/2020
5340,10/08/2020
5341,10/08/2020
5342,10/08/2020
5343,11/08/2020
5344,11/08/2020
5345,11/08/2020
5346,11/08/2020
5347,11/08/2020
5348,11/08/2020
5349,11/08/2020
5350,11/08/2020
5351,11/08/2020
5352,11/08/2020
5353,11/08/2020
5354,11/08/2020
5355,11/08/2020
5356,11/08/2020
5357,11/08/2020
5358,11/08/2020
5359,11/08/2020
5360,11/08/2020
5361,11/08/2020
5362,11/08/2020
5363,11/08/2020
5364,11/08/2020
5365,11/08/2020
5366,11/08/2020
5367,12/08/2020
5368,12/08/2020
5369,12/08/2020
5370,12/08/2020
5371,12/08/2020
5372,12/08/2020
5373,12/08/2020
5374,12/08/2020
5375,12/08/2020
5376,12/08/2020
5377,12/08/2020
5378,12/08/2020
5379,12/08/2020
5380,12/08/2020
5381,12/08/2020
5382,12/08/2020
5383,12/08/2020
5384,12/08/2020
5385,12/08/2020
5386,12/08/2020
5387,12/08/2020
5388,12/08/2020
5389,12/08/2020
5390,12/08/2020
5391,13/08/2020
5392,13/08/2020
5393,13/08/2020
5394,13/08/2020
5395,13/08/2020
5396,13/08/2020
5397,13/08/2020
5398,13/08/2020
5399,13/08/2020
5400,13/08/2020
5401,13/08/2020
5402,13/08/2020
5403,13/08/2020
5404,13/08/2020
5405,13/08/2020
5406,13/08/2020
5407,13/08/2020
5408,13/08/2020
5409,13/08/2020
5410,13/08/2020
5411,13/08/2020
5412,13/08/2020
5413,13/08/2020
5414,13/08/2020
5415,14/08/2020
5416,14/08/2020
5417,14/08/2020
5418,14/08/2020
5419,14/08/2020
5420,14/08/2020
5421,14/08/2020
5422,14/08/2020
5423,14/08/2020
5424,14/08/2020
5425,14/08/2020
5426,14/08/2020
5427,14/08/2020
5428,14/08/2020
5429,14/08/2020
5430,14/08/2020
5431,14/08/2020
5432,14/08/2020
5433,14/08/2020
5434,14/08/2020
5435,14/08/2020
5436,14/08/2020
5437,14/08/2020
5438,14/08/2020
5439,15/08/2020
5440,15/08/2020
5441,15/08/2020
5442,15/08/2020
5443,15/08/2020
5444,15/08/2020
5445,15/08/2020
5446,15/08/2020
5447,15/08/2020
5448,15/08/2020
5449,15/08/2020
5450,15/08/2020
5451,15/08/2020
5452,15/08/2020
5453,15/08/2020
5454,15/08/2020
5455,15/08/2020
5456,15/08/2020
5457,15/08/2020
5458,15/08/2020
5459,15/08/2020
5460,15/08/2020
5461,15/08/2020
5462,15/08/2020
5463,16/08/2020
5464,16/08/2020
5465,16/08/2020
5466,16/08/2020
5467,16/08/2020
5468,16/08/2020
5469,16/08/2020
5470,16/08/2020
5471,16/08/2020
5472,16/08/2020
5473,16/08/2020
5474,16/08/2020
5475,16/08/2020
5476,16/08/2020
5477,16/08/2020
5478,16/08/2020
5479,16/08/2020
5480,16/08/2020
5481,16/08/2020
5482,16/08/2020
5483,16/08/2020
5484,16/08/2020
5485,16/08/2020
5486,16/08/2020
5487,17/08/2020
5488,17/08/2020
5489,17/08/2020
5490,17/08/2020
5491,17/08/2020
5492,17/08/2020
5493,17/08/2020
5494,17/08/2020
5495,17/08/2020
5496,17/08/2020
5497,17/08/2020
5498,17/08/2020
5499,17/08/2020
5500,17/08/2020
5501,17/08/2020
5502,17/08/2020
5503,17/08/2020
5504,17/08/2020
5505,17/08/2020
5506,17/08/2020
5507,17/08/2020
5508,17/08/2020
5509,17/08/2020
5510,17/08/2020
5511,18/08/2020
5512,18/08/2020
5513,18/08/2020
5514,18/08/2020
5515,18/08/2020
5516,18/08/2020
5517,18/08/2020
5518,18/08/2020
5519,18/08/2020
5520,18/08/2020
5521,18/08/2020
5522,18/08/2020
5523,18/08/2020
5524,18/08/2020
5525,18/08/2020
5526,18/08/2020
5527,18/08/2020
5528,18/08/2020
5529,18/08/2020
5530,18/08/2020
5531,18/08/2020
5532,18/08/2020
5533,18/08/2020
5534,18/08/2020
5535,19/08/2020
5536,19/08/2020
5537,19/08/2020
5538,19/08/2020
5539,19/08/2020
5540,19/08/2020
5541,19/08/2020
5542,19/08/2020
5543,19/08/2020
5544,19/08/2020
5545,19/08/2020
5546,19/08/2020
5547,19/08/2020
5548,19/08/2020
5549,19/08/2020
5550,19/08/2020
5551,19/08/2020
5552,19/08/2020
5553,19/08/2020
5554,19/08/2020
5555,19/08/2020
5556,19/08/2020
5557,19/08/2020
5558,19/08/2020
5559,20/08/2020
5560,20/08/2020
5561,20/08/2020
5562,20/08/2020
5563,20/08/2020
5564,20/08/2020
5565,20/08/2020
5566,20/08/2020
5567,20/08/2020
5568,20/08/2020
5569,20/08/2020
5570,20/08/2020
5571,20/08/2020
5572,20/08/2020
5573,20/08/2020
5574,20/08/2020
5575,20/08/2020
5576,20/08/2020
5577,20/08/2020
5578,20/08/2020
5579,20/08/2020
5580,20/08/2020
5581,20/08/2020
5582,20/08/2020
5583,21/08/2020
5584,21/08/2020
5585,21/08/2020
5586,21/08/2020
5587,21/08/2020
5588,21/08/2020
5589,21/08/2020
5590,21/08/2020
5591,21/08/2020
5592,21/08/2020
5593,21/08/2020
5594,21/08/2020
5595,21/08/2020
5596,21/08/2020
5597,21/08/2020
5598,21/08/2020
5599,21/08/2020
5600,21/08/2020
5601,21/08/2020
5602,21/08/2020
5603,21/08/2020
5604,21/08/2020
5605,21/08/2020
5606,21/08/2020
5607,22/08/2020
5608,22/08/2020
5609,22/08/2020
5610,22/08/2020
5611,22/08/2020
5612,22/08/2020
5613,22/08/2020
5614,22/08/2020
5615,22/08/2020
5616,22/08/2020
5617,22/08/2020
5618,22/08/2020
5619,22/08/2020
5620,22/08/2020
5621,22/08/2020
5622,22/08/2020
5623,22/08/2020
5624,22/08/2020
5625,22/08/2020
5626,22/08/2020
5627,22/08/2020
5628,22/08/2020
5629,22/08/2020
5630,22/08/2020
5631,23/08/2020
5632,23/08/2020
5633,23/08/2020
5634,23/08/2020
5635,23/08/2020
5636,23/08/2020
5637,23/08/2020
5638,23/08/2020
5639,23/08/2020
5640,23/08/2020
5641,23/08/2020
5642,23/08/2020
5643,23/08/2020
5644,23/08/2020
5645,23/08/2020
5646,23/08/2020
5647,23/08/2020
5648,23/08/2020
5649,23/08/2020
5650,23/08/2020
5651,23/08/2020
5652,23/08/2020
5653,23/08/2020
5654,23/08/2020
5655,24/08/2020
5656,24/08/2020
5657,24/08/2020
5658,24/08/2020
5659,24/08/2020
5660,24/08/2020
5661,24/08/2020
5662,24/08/2020
5663,24/08/2020
5664,24/08/2020
5665,24/08/2020
5666,24/08/2020
5667,24/08/2020
5668,24/08/2020
5669,24/08/2020
5670,24/08/2020
5671,24/08/2020
5672,24/08/2020
5673,24/08/2020
5674,24/08/2020
5675,24/08/2020
5676,24/08/2020
5677,24/08/2020
5678,24/08/2020
5679,25/08/2020
5680,25/08/2020
5681,25/08/2020
5682,25/08/2020
5683,25/08/2020
5684,25/08/2020
5685,25/08/2020
5686,25/08/2020
5687,25/08/2020
5688,25/08/2020
5689,25/08/2020
5690,25/08/2020
5691,25/08/2020
5692,25/08/2020
5693,25/08/2020
