,Date
1497,03/03/2020
1498,03/03/2020
1499,03/03/2020
1500,03/03/2020
1501,03/03/2020
1502,03/03/2020
1503,03/03/2020
1504,03/03/2020
1505,03/03/2020
1506,03/03/2020
1507,03/03/2020
1508,03/03/2020
1509,03/03/2020
1510,04/03/2020
1511,04/03/2020
1512,04/03/2020
1513,04/03/2020
1514,04/03/2020
1515,04/03/2020
1516,04/03/2020
1517,04/03/2020
1518,04/03/2020
1519,04/03/2020
1520,04/03/2020
1521,04/03/2020
1522,04/03/2020
1523,04/03/2020
1524,04/03/2020
1525,04/03/2020
1526,04/03/2020
1527,04/03/2020
1528,04/03/2020
1529,04/03/2020
1530,04/03/2020
1531,04/03/2020
1532,04/03/2020
1533,04/03/2020
1534,05/03/2020
1535,05/03/2020
1536,05/03/2020
1537,05/03/2020
1538,05/03/2020
1539,05/03/2020
1540,05/03/2020
1541,05/03/2020
1542,05/03/2020
1543,05/03/2020
1544,05/03/2020
1545,05/03/2020
1546,05/03/2020
1547,05/03/2020
1548,05/03/2020
1549,05/03/2020
1550,05/03/2020
1551,05/03/2020
1552,05/03/2020
1553,05/03/2020
1554,05/03/2020
1555,05/03/2020
1556,06/03/2020
1557,06/03/2020
1558,06/03/2020
1559,06/03/2020
1560,06/03/2020
1561,06/03/2020
1562,06/03/2020
1563,06/03/2020
1564,06/03/2020
1565,06/03/2020
1566,06/03/2020
1567,06/03/2020
1568,06/03/2020
1569,06/03/2020
1570,06/03/2020
1571,06/03/2020
1572,06/03/2020
1573,06/03/2020
1574,06/03/2020
1575,06/03/2020
1576,06/03/2020
1577,06/03/2020
1578,06/03/2020
1579,06/03/2020
1580,07/03/2020
1581,07/03/2020
1582,07/03/2020
1583,07/03/2020
1584,07/03/2020
1585,07/03/2020
1586,07/03/2020
1587,07/03/2020
1588,07/03/2020
1589,07/03/2020
1590,07/03/2020
1591,07/03/2020
1592,07/03/2020
1593,07/03/2020
1594,07/03/2020
1595,07/03/2020
1596,07/03/2020
1597,07/03/2020
1598,07/03/2020
1599,07/03/2020
1600,07/03/2020
1601,07/03/2020
1602,07/03/2020
1603,07/03/2020
1604,08/03/2020
1605,08/03/2020
1606,08/03/2020
1607,08/03/2020
1608,08/03/2020
1609,08/03/2020
1610,08/03/2020
1611,08/03/2020
1612,08/03/2020
1613,08/03/2020
1614,08/03/2020
1615,08/03/2020
1616,08/03/2020
1617,08/03/2020
1618,08/03/2020
1619,08/03/2020
1620,08/03/2020
1621,08/03/2020
1622,08/03/2020
1623,08/03/2020
1624,08/03/2020
1625,08/03/2020
1626,08/03/2020
1627,08/03/2020
1628,09/03/2020
1629,09/03/2020
1630,09/03/2020
1631,09/03/2020
1632,09/03/2020
1633,09/03/2020
1634,09/03/2020
1635,09/03/2020
1636,09/03/2020
1637,09/03/2020
1638,09/03/2020
1639,09/03/2020
1640,09/03/2020
1641,09/03/2020
1642,09/03/2020
1643,09/03/2020
1644,09/03/2020
1645,09/03/2020
1646,09/03/2020
1647,09/03/2020
1648,09/03/2020
1649,09/03/2020
1650,09/03/2020
1651,09/03/2020
1652,10/03/2020
1653,10/03/2020
1654,10/03/2020
1655,10/03/2020
1656,10/03/2020
1657,10/03/2020
1658,10/03/2020
1659,10/03/2020
1660,10/03/2020
1661,10/03/2020
1662,10/03/2020
1663,10/03/2020
1664,10/03/2020
1665,10/03/2020
1666,10/03/2020
1667,10/03/2020
1668,10/03/2020
1669,10/03/2020
1670,10/03/2020
1671,10/03/2020
1672,10/03/2020
1673,10/03/2020
1674,10/03/2020
1675,10/03/2020
1676,11/03/2020
1677,11/03/2020
1678,11/03/2020
1679,11/03/2020
1680,11/03/2020
1681,11/03/2020
1682,11/03/2020
1683,11/03/2020
1684,11/03/2020
1685,11/03/2020
1686,11/03/2020
1687,11/03/2020
1688,11/03/2020
1689,11/03/2020
1690,11/03/2020
1691,11/03/2020
1692,11/03/2020
1693,11/03/2020
1694,11/03/2020
1695,11/03/2020
1696,11/03/2020
1697,11/03/2020
1698,11/03/2020
1699,11/03/2020
1700,12/03/2020
1701,12/03/2020
1702,12/03/2020
1703,12/03/2020
1704,12/03/2020
1705,12/03/2020
1706,12/03/2020
1707,12/03/2020
1708,12/03/2020
1709,12/03/2020
1710,12/03/2020
1711,12/03/2020
1712,12/03/2020
1713,12/03/2020
1714,12/03/2020
1715,12/03/2020
1716,12/03/2020
1717,12/03/2020
1718,12/03/2020
1719,12/03/2020
1720,12/03/2020
1721,12/03/2020
1722,12/03/2020
1723,12/03/2020
1724,13/03/2020
1725,13/03/2020
1726,13/03/2020
1727,13/03/2020
1728,13/03/2020
1729,13/03/2020
1730,13/03/2020
1731,13/03/2020
1732,13/03/2020
1733,13/03/2020
1734,13/03/2020
1735,13/03/2020
1736,13/03/2020
1737,13/03/2020
1738,13/03/2020
1739,13/03/2020
1740,13/03/2020
1741,13/03/2020
1742,13/03/2020
1743,13/03/2020
1744,13/03/2020
1745,13/03/2020
1746,13/03/2020
1747,13/03/2020
1748,14/03/2020
1749,14/03/2020
1750,14/03/2020
1751,14/03/2020
1752,14/03/2020
1753,14/03/2020
1754,14/03/2020
1755,14/03/2020
1756,14/03/2020
1757,14/03/2020
1758,14/03/2020
1759,14/03/2020
1760,14/03/2020
1761,14/03/2020
1762,14/03/2020
1763,14/03/2020
1764,14/03/2020
1765,14/03/2020
1766,14/03/2020
1767,14/03/2020
1768,14/03/2020
1769,14/03/2020
1770,14/03/2020
1771,14/03/2020
1772,15/03/2020
1773,15/03/2020
1774,15/03/2020
1775,15/03/2020
1776,15/03/2020
1777,15/03/2020
1778,15/03/2020
1779,15/03/2020
1780,15/03/2020
1781,15/03/2020
1782,15/03/2020
1783,15/03/2020
1784,15/03/2020
1785,15/03/2020
1786,15/03/2020
1787,15/03/2020
1788,15/03/2020
1789,15/03/2020
1790,15/03/2020
1791,15/03/2020
1792,15/03/2020
1793,15/03/2020
1794,15/03/2020
1795,15/03/2020
1796,16/03/2020
1797,16/03/2020
1798,16/03/2020
1799,16/03/2020
1800,16/03/2020
1801,16/03/2020
1802,16/03/2020
1803,16/03/2020
1804,16/03/2020
1805,16/03/2020
1806,16/03/2020
1807,16/03/2020
1808,16/03/2020
1809,16/03/2020
1810,16/03/2020
1811,16/03/2020
1812,16/03/2020
1813,16/03/2020
1814,16/03/2020
1815,16/03/2020
1816,16/03/2020
1817,16/03/2020
1818,16/03/2020
1819,16/03/2020
1820,17/03/2020
1821,17/03/2020
1822,17/03/2020
1823,17/03/2020
1824,17/03/2020
1825,17/03/2020
1826,17/03/2020
1827,17/03/2020
1828,17/03/2020
1829,17/03/2020
1830,17/03/2020
1831,17/03/2020
1832,17/03/2020
1833,17/03/2020
1834,17/03/2020
1835,17/03/2020
1836,17/03/2020
1837,17/03/2020
1838,17/03/2020
1839,17/03/2020
1840,17/03/2020
1841,17/03/2020
1842,17/03/2020
1843,17/03/2020
1844,18/03/2020
1845,18/03/2020
1846,18/03/2020
1847,18/03/2020
1848,18/03/2020
1849,18/03/2020
1850,18/03/2020
1851,18/03/2020
1852,18/03/2020
1853,18/03/2020
1854,18/03/2020
1855,18/03/2020
1856,18/03/2020
1857,18/03/2020
1858,18/03/2020
1859,18/03/2020
1860,18/03/2020
1861,18/03/2020
1862,18/03/2020
1863,18/03/2020
1864,18/03/2020
1865,18/03/2020
1866,18/03/2020
1867,18/03/2020
1868,19/03/2020
1869,19/03/2020
1870,19/03/2020
1871,19/03/2020
1872,19/03/2020
1873,19/03/2020
1874,19/03/2020
1875,19/03/2020
1876,19/03/2020
1877,19/03/2020
1878,19/03/2020
1879,19/03/2020
1880,19/03/2020
1881,19/03/2020
1882,19/03/2020
1883,19/03/2020
1884,19/03/2020
1885,19/03/2020
1886,19/03/2020
1887,19/03/2020
1888,19/03/2020
1889,19/03/2020
1890,19/03/2020
1891,19/03/2020
1892,20/03/2020
1893,20/03/2020
1894,20/03/2020
1895,20/03/2020
1896,20/03/2020
1897,20/03/2020
1898,20/03/2020
1899,20/03/2020
1900,20/03/2020
1901,20/03/2020
1902,20/03/2020
1903,20/03/2020
1904,20/03/2020
1905,20/03/2020
1906,20/03/2020
1907,20/03/2020
1908,20/03/2020
1909,20/03/2020
1910,20/03/2020
1911,20/03/2020
1912,20/03/2020
1913,20/03/2020
1914,20/03/2020
1915,20/03/2020
1916,21/03/2020
1917,21/03/2020
1918,21/03/2020
1919,21/03/2020
1920,21/03/2020
1921,21/03/2020
1922,21/03/2020
1923,21/03/2020
1924,21/03/2020
1925,21/03/2020
1926,21/03/2020
1927,21/03/2020
1928,21/03/2020
1929,21/03/2020
1930,21/03/2020
1931,21/03/2020
1932,21/03/2020
1933,21/03/2020
1934,21/03/2020
1935,21/03/2020
1936,21/03/2020
1937,21/03/2020
1938,21/03/2020
1939,21/03/2020
1940,22/03/2020
1941,22/03/2020
1942,22/03/2020
1943,22/03/2020
1944,22/03/2020
1945,22/03/2020
1946,22/03/2020
1947,22/03/2020
1948,22/03/2020
1949,22/03/2020
1950,22/03/2020
1951,22/03/2020
1952,22/03/2020
1953,22/03/2020
1954,22/03/2020
1955,22/03/2020
1956,22/03/2020
1957,22/03/2020
1958,22/03/2020
1959,22/03/2020
1960,22/03/2020
1961,22/03/2020
1962,22/03/2020
1963,22/03/2020
1964,23/03/2020
1965,23/03/2020
1966,23/03/2020
1967,23/03/2020
1968,23/03/2020
1969,23/03/2020
1970,23/03/2020
1971,23/03/2020
1972,23/03/2020
1973,23/03/2020
1974,23/03/2020
1975,23/03/2020
1976,23/03/2020
1977,23/03/2020
1978,23/03/2020
1979,23/03/2020
1980,23/03/2020
1981,23/03/2020
1982,23/03/2020
1983,23/03/2020
1984,23/03/2020
1985,23/03/2020
1986,23/03/2020
1987,23/03/2020
1988,24/03/2020
1989,24/03/2020
1990,24/03/2020
1991,24/03/2020
1992,24/03/2020
1993,24/03/2020
1994,24/03/2020
1995,24/03/2020
1996,24/03/2020
1997,24/03/2020
1998,24/03/2020
1999,24/03/2020
2000,24/03/2020
2001,24/03/2020
2002,24/03/2020
2003,24/03/2020
2004,24/03/2020
2005,24/03/2020
2006,24/03/2020
2007,24/03/2020
2008,24/03/2020
2009,24/03/2020
2010,24/03/2020
2011,24/03/2020
2012,25/03/2020
2013,25/03/2020
2014,25/03/2020
2015,25/03/2020
2016,25/03/2020
2017,25/03/2020
2018,25/03/2020
2019,25/03/2020
2020,25/03/2020
2021,25/03/2020
2022,25/03/2020
2023,25/03/2020
2024,25/03/2020
2025,25/03/2020
2026,25/03/2020
2027,25/03/2020
2028,25/03/2020
2029,25/03/2020
2030,25/03/2020
2031,25/03/2020
2032,25/03/2020
2033,25/03/2020
2034,25/03/2020
2035,25/03/2020
2036,26/03/2020
2037,26/03/2020
2038,26/03/2020
2039,26/03/2020
2040,26/03/2020
2041,26/03/2020
2042,26/03/2020
2043,26/03/2020
2044,26/03/2020
2045,26/03/2020
2046,26/03/2020
2047,26/03/2020
2048,26/03/2020
2049,26/03/2020
2050,26/03/2020
2051,26/03/2020
2052,26/03/2020
2053,26/03/2020
2054,26/03/2020
2055,26/03/2020
2056,26/03/2020
2057,26/03/2020
2058,26/03/2020
2059,26/03/2020
2060,27/03/2020
2061,27/03/2020
2062,27/03/2020
2063,27/03/2020
2064,27/03/2020
2065,27/03/2020
2066,27/03/2020
2067,27/03/2020
2068,27/03/2020
2069,27/03/2020
2070,27/03/2020
2071,27/03/2020
2072,27/03/2020
2073,27/03/2020
2074,27/03/2020
2075,27/03/2020
2076,27/03/2020
2077,27/03/2020
2078,27/03/2020
2079,27/03/2020
2080,27/03/2020
2081,27/03/2020
2082,27/03/2020
2083,27/03/2020
2084,28/03/2020
2085,28/03/2020
2086,28/03/2020
2087,28/03/2020
2088,28/03/2020
2089,28/03/2020
2090,28/03/2020
2091,28/03/2020
2092,28/03/2020
2093,28/03/2020
2094,28/03/2020
2095,28/03/2020
2096,28/03/2020
2097,28/03/2020
2098,28/03/2020
2099,28/03/2020
2100,28/03/2020
2101,28/03/2020
2102,28/03/2020
2103,28/03/2020
2104,28/03/2020
2105,28/03/2020
2106,28/03/2020
2107,28/03/2020
2108,29/03/2020
2109,29/03/2020
2110,29/03/2020
2111,29/03/2020
2112,29/03/2020
2113,29/03/2020
2114,29/03/2020
2115,29/03/2020
2116,29/03/2020
2117,29/03/2020
2118,29/03/2020
2119,29/03/2020
2120,29/03/2020
2121,29/03/2020
2122,29/03/2020
2123,29/03/2020
2124,29/03/2020
2125,29/03/2020
2126,29/03/2020
2127,29/03/2020
2128,29/03/2020
2129,29/03/2020
2130,29/03/2020
2131,29/03/2020
2132,30/03/2020
2133,30/03/2020
2134,30/03/2020
2135,30/03/2020
2136,30/03/2020
2137,30/03/2020
2138,30/03/2020
2139,30/03/2020
2140,30/03/2020
2141,30/03/2020
2142,30/03/2020
2143,30/03/2020
2144,30/03/2020
2145,30/03/2020
2146,30/03/2020
2147,30/03/2020
2148,30/03/2020
2149,30/03/2020
2150,30/03/2020
2151,30/03/2020
2152,30/03/2020
2153,30/03/2020
2154,30/03/2020
2155,30/03/2020
2156,31/03/2020
2157,31/03/2020
2158,31/03/2020
2159,31/03/2020
2160,31/03/2020
2161,31/03/2020
2162,31/03/2020
2163,31/03/2020
2164,31/03/2020
2165,31/03/2020
2166,31/03/2020
2167,31/03/2020
2168,31/03/2020
2169,31/03/2020
2170,31/03/2020
2171,31/03/2020
2172,31/03/2020
2173,31/03/2020
2174,31/03/2020
2175,31/03/2020
2176,31/03/2020
2177,31/03/2020
2178,31/03/2020
2179,31/03/2020
2180,01/04/2020
2181,01/04/2020
2182,01/04/2020
2183,01/04/2020
2184,01/04/2020
2185,01/04/2020
2186,01/04/2020
2187,01/04/2020
2188,01/04/2020
2189,01/04/2020
2190,01/04/2020
2191,01/04/2020
2192,01/04/2020
2193,01/04/2020
2194,01/04/2020
2195,01/04/2020
2196,01/04/2020
2197,01/04/2020
2198,01/04/2020
2199,01/04/2020
2200,01/04/2020
2201,01/04/2020
2202,01/04/2020
2203,01/04/2020
2204,02/04/2020
2205,02/04/2020
2206,02/04/2020
2207,02/04/2020
2208,02/04/2020
2209,02/04/2020
2210,02/04/2020
2211,02/04/2020
2212,02/04/2020
2213,02/04/2020
2214,02/04/2020
2215,02/04/2020
2216,02/04/2020
2217,02/04/2020
2218,02/04/2020
2219,02/04/2020
2220,02/04/2020
2221,02/04/2020
2222,02/04/2020
2223,02/04/2020
2224,02/04/2020
2225,02/04/2020
2226,02/04/2020
2227,02/04/2020
2228,03/04/2020
2229,03/04/2020
2230,03/04/2020
2231,03/04/2020
2232,03/04/2020
2233,03/04/2020
2234,03/04/2020
2235,03/04/2020
2236,03/04/2020
2237,03/04/2020
2238,03/04/2020
2239,03/04/2020
2240,03/04/2020
2241,03/04/2020
2242,03/04/2020
2243,03/04/2020
2244,03/04/2020
2245,03/04/2020
2246,03/04/2020
2247,03/04/2020
2248,03/04/2020
2249,03/04/2020
2250,03/04/2020
2251,03/04/2020
2252,04/04/2020
2253,04/04/2020
2254,04/04/2020
2255,04/04/2020
2256,04/04/2020
2257,04/04/2020
2258,04/04/2020
2259,04/04/2020
2260,04/04/2020
2261,04/04/2020
2262,04/04/2020
2263,04/04/2020
2264,04/04/2020
2265,04/04/2020
2266,04/04/2020
2267,04/04/2020
2268,04/04/2020
2269,04/04/2020
2270,04/04/2020
2271,04/04/2020
2272,04/04/2020
2273,04/04/2020
2274,04/04/2020
2275,04/04/2020
2276,05/04/2020
2277,05/04/2020
2278,05/04/2020
2279,05/04/2020
2280,05/04/2020
2281,05/04/2020
2282,05/04/2020
2283,05/04/2020
2284,05/04/2020
2285,05/04/2020
2286,05/04/2020
2287,05/04/2020
2288,05/04/2020
2289,05/04/2020
2290,05/04/2020
2291,05/04/2020
2292,05/04/2020
2293,05/04/2020
2294,05/04/2020
2295,05/04/2020
2296,05/04/2020
2297,05/04/2020
2298,05/04/2020
2299,05/04/2020
2300,06/04/2020
2301,06/04/2020
2302,06/04/2020
2303,06/04/2020
2304,06/04/2020
2305,06/04/2020
2306,06/04/2020
2307,06/04/2020
2308,06/04/2020
2309,06/04/2020
2310,06/04/2020
2311,06/04/2020
2312,06/04/2020
2313,06/04/2020
2314,06/04/2020
2315,06/04/2020
2316,06/04/2020
2317,06/04/2020
2318,06/04/2020
2319,06/04/2020
2320,06/04/2020
2321,06/04/2020
2322,06/04/2020
2323,06/04/2020
2324,07/04/2020
2325,07/04/2020
2326,07/04/2020
2327,07/04/2020
2328,07/04/2020
2329,07/04/2020
2330,07/04/2020
2331,07/04/2020
2332,07/04/2020
2333,07/04/2020
2334,07/04/2020
2335,07/04/2020
2336,07/04/2020
2337,07/04/2020
2338,07/04/2020
2339,07/04/2020
2340,07/04/2020
2341,07/04/2020
2342,07/04/2020
2343,07/04/2020
2344,07/04/2020
2345,07/04/2020
2346,07/04/2020
2347,07/04/2020
2348,08/04/2020
2349,08/04/2020
2350,08/04/2020
2351,08/04/2020
2352,08/04/2020
2353,08/04/2020
2354,08/04/2020
2355,08/04/2020
2356,08/04/2020
2357,08/04/2020
2358,08/04/2020
2359,08/04/2020
2360,08/04/2020
2361,08/04/2020
2362,08/04/2020
2363,08/04/2020
2364,08/04/2020
2365,08/04/2020
2366,08/04/2020
2367,08/04/2020
2368,08/04/2020
2369,08/04/2020
2370,08/04/2020
2371,08/04/2020
2372,09/04/2020
2373,09/04/2020
2374,09/04/2020
2375,09/04/2020
2376,09/04/2020
2377,09/04/2020
2378,09/04/2020
2379,09/04/2020
2380,09/04/2020
2381,09/04/2020
2382,09/04/2020
2383,09/04/2020
2384,09/04/2020
2385,09/04/2020
2386,09/04/2020
2387,09/04/2020
2388,09/04/2020
2389,09/04/2020
2390,09/04/2020
2391,09/04/2020
2392,09/04/2020
2393,09/04/2020
2394,09/04/2020
2395,09/04/2020
2396,10/04/2020
2397,10/04/2020
2398,10/04/2020
2399,10/04/2020
2400,10/04/2020
2401,10/04/2020
2402,10/04/2020
2403,10/04/2020
2404,10/04/2020
2405,10/04/2020
2406,10/04/2020
2407,10/04/2020
2408,10/04/2020
2409,10/04/2020
2410,10/04/2020
2411,10/04/2020
2412,10/04/2020
2413,10/04/2020
2414,10/04/2020
2415,10/04/2020
2416,10/04/2020
2417,10/04/2020
2418,10/04/2020
2419,10/04/2020
2420,11/04/2020
2421,11/04/2020
2422,11/04/2020
2423,11/04/2020
2424,11/04/2020
2425,11/04/2020
2426,11/04/2020
2427,11/04/2020
2428,11/04/2020
2429,11/04/2020
2430,11/04/2020
2431,11/04/2020
2432,11/04/2020
2433,11/04/2020
2434,11/04/2020
2435,11/04/2020
2436,11/04/2020
2437,11/04/2020
2438,11/04/2020
2439,11/04/2020
2440,11/04/2020
2441,11/04/2020
2442,11/04/2020
2443,11/04/2020
2444,12/04/2020
2445,12/04/2020
2446,12/04/2020
2447,12/04/2020
2448,12/04/2020
2449,12/04/2020
2450,12/04/2020
2451,12/04/2020
2452,12/04/2020
2453,12/04/2020
2454,12/04/2020
2455,12/04/2020
2456,12/04/2020
2457,12/04/2020
2458,12/04/2020
2459,12/04/2020
2460,12/04/2020
2461,12/04/2020
2462,12/04/2020
2463,12/04/2020
2464,12/04/2020
2465,12/04/2020
2466,12/04/2020
2467,12/04/2020
2468,13/04/2020
2469,13/04/2020
2470,13/04/2020
2471,13/04/2020
2472,13/04/2020
2473,13/04/2020
2474,13/04/2020
2475,13/04/2020
2476,13/04/2020
2477,13/04/2020
2478,13/04/2020
2479,13/04/2020
2480,13/04/2020
2481,13/04/2020
2482,13/04/2020
2483,13/04/2020
2484,13/04/2020
2485,13/04/2020
2486,13/04/2020
2487,13/04/2020
2488,13/04/2020
2489,13/04/2020
2490,13/04/2020
2491,13/04/2020
2492,14/04/2020
2493,14/04/2020
2494,14/04/2020
2495,14/04/2020
2496,14/04/2020
2497,14/04/2020
2498,14/04/2020
2499,14/04/2020
2500,14/04/2020
2501,14/04/2020
2502,14/04/2020
2503,14/04/2020
2504,14/04/2020
2505,14/04/2020
2506,14/04/2020
2507,14/04/2020
2508,14/04/2020
2509,14/04/2020
2510,14/04/2020
2511,14/04/2020
2512,14/04/2020
2513,14/04/2020
2514,14/04/2020
2515,14/04/2020
2516,15/04/2020
2517,15/04/2020
2518,15/04/2020
2519,15/04/2020
2520,15/04/2020
2521,15/04/2020
2522,15/04/2020
2523,15/04/2020
2524,15/04/2020
2525,15/04/2020
2526,15/04/2020
2527,15/04/2020
2528,15/04/2020
2529,15/04/2020
2530,15/04/2020
2531,15/04/2020
2532,15/04/2020
2533,15/04/2020
2534,15/04/2020
2535,15/04/2020
2536,15/04/2020
2537,15/04/2020
2538,15/04/2020
2539,15/04/2020
2540,16/04/2020
2541,16/04/2020
2542,16/04/2020
2543,16/04/2020
2544,16/04/2020
2545,16/04/2020
2546,16/04/2020
2547,16/04/2020
2548,16/04/2020
2549,16/04/2020
2550,16/04/2020
2551,16/04/2020
2552,16/04/2020
2553,16/04/2020
2554,16/04/2020
2555,16/04/2020
2556,16/04/2020
2557,16/04/2020
2558,16/04/2020
2559,16/04/2020
2560,16/04/2020
2561,16/04/2020
2562,16/04/2020
2563,16/04/2020
2564,17/04/2020
2565,17/04/2020
2566,17/04/2020
2567,17/04/2020
2568,17/04/2020
2569,17/04/2020
2570,17/04/2020
2571,17/04/2020
2572,17/04/2020
2573,17/04/2020
2574,17/04/2020
2575,17/04/2020
2576,17/04/2020
2577,17/04/2020
2578,17/04/2020
2579,17/04/2020
2580,17/04/2020
2581,17/04/2020
2582,17/04/2020
2583,17/04/2020
2584,17/04/2020
2585,17/04/2020
2586,17/04/2020
2587,17/04/2020
2588,18/04/2020
2589,18/04/2020
2590,18/04/2020
2591,18/04/2020
2592,18/04/2020
2593,18/04/2020
2594,18/04/2020
2595,18/04/2020
2596,18/04/2020
2597,18/04/2020
2598,18/04/2020
2599,18/04/2020
2600,18/04/2020
2601,18/04/2020
2602,18/04/2020
2603,18/04/2020
2604,18/04/2020
2605,18/04/2020
2606,18/04/2020
2607,18/04/2020
2608,18/04/2020
2609,18/04/2020
2610,18/04/2020
2611,18/04/2020
2612,19/04/2020
2613,19/04/2020
2614,19/04/2020
2615,19/04/2020
2616,19/04/2020
2617,19/04/2020
2618,19/04/2020
2619,19/04/2020
2620,19/04/2020
2621,19/04/2020
2622,19/04/2020
2623,19/04/2020
2624,19/04/2020
2625,19/04/2020
2626,19/04/2020
2627,19/04/2020
2628,19/04/2020
2629,19/04/2020
2630,19/04/2020
2631,19/04/2020
2632,19/04/2020
2633,19/04/2020
2634,19/04/2020
2635,19/04/2020
2636,20/04/2020
2637,20/04/2020
2638,20/04/2020
2639,20/04/2020
2640,20/04/2020
2641,20/04/2020
2642,20/04/2020
2643,20/04/2020
2644,20/04/2020
2645,20/04/2020
2646,20/04/2020
2647,20/04/2020
2648,20/04/2020
2649,20/04/2020
2650,20/04/2020
2651,20/04/2020
2652,20/04/2020
2653,20/04/2020
2654,20/04/2020
2655,20/04/2020
2656,20/04/2020
2657,20/04/2020
2658,20/04/2020
2659,20/04/2020
2660,21/04/2020
2661,21/04/2020
2662,21/04/2020
2663,21/04/2020
2664,21/04/2020
2665,21/04/2020
2666,21/04/2020
2667,21/04/2020
2668,21/04/2020
2669,21/04/2020
2670,21/04/2020
2671,21/04/2020
2672,21/04/2020
2673,21/04/2020
2674,21/04/2020
2675,21/04/2020
2676,21/04/2020
2677,21/04/2020
2678,21/04/2020
2679,21/04/2020
2680,21/04/2020
2681,21/04/2020
2682,21/04/2020
2683,21/04/2020
2684,22/04/2020
2685,22/04/2020
2686,22/04/2020
2687,22/04/2020
2688,22/04/2020
2689,22/04/2020
2690,22/04/2020
2691,22/04/2020
2692,22/04/2020
2693,22/04/2020
2694,22/04/2020
2695,22/04/2020
2696,22/04/2020
2697,22/04/2020
2698,22/04/2020
2699,22/04/2020
2700,22/04/2020
2701,22/04/2020
2702,22/04/2020
2703,22/04/2020
2704,22/04/2020
2705,22/04/2020
2706,22/04/2020
2707,22/04/2020
2708,23/04/2020
2709,23/04/2020
2710,23/04/2020
2711,23/04/2020
2712,23/04/2020
2713,23/04/2020
2714,23/04/2020
2715,23/04/2020
2716,23/04/2020
2717,23/04/2020
2718,23/04/2020
2719,23/04/2020
2720,23/04/2020
2721,23/04/2020
2722,23/04/2020
2723,23/04/2020
2724,23/04/2020
2725,23/04/2020
2726,23/04/2020
2727,23/04/2020
2728,23/04/2020
2729,23/04/2020
2730,23/04/2020
2731,23/04/2020
2732,24/04/2020
2733,24/04/2020
2734,24/04/2020
2735,24/04/2020
2736,24/04/2020
2737,24/04/2020
2738,24/04/2020
2739,24/04/2020
2740,24/04/2020
2741,24/04/2020
2742,24/04/2020
2743,24/04/2020
2744,24/04/2020
2745,24/04/2020
2746,24/04/2020
2747,24/04/2020
2748,24/04/2020
2749,24/04/2020
2750,24/04/2020
2751,24/04/2020
2752,24/04/2020
2753,24/04/2020
2754,24/04/2020
2755,24/04/2020
2756,25/04/2020
2757,25/04/2020
2758,25/04/2020
2759,25/04/2020
2760,25/04/2020
2761,25/04/2020
2762,25/04/2020
2763,25/04/2020
2764,25/04/2020
2765,25/04/2020
2766,25/04/2020
2767,25/04/2020
2768,25/04/2020
2769,25/04/2020
2770,25/04/2020
2771,25/04/2020
2772,25/04/2020
2773,25/04/2020
2774,25/04/2020
2775,25/04/2020
2776,25/04/2020
2777,25/04/2020
2778,25/04/2020
2779,25/04/2020
2780,26/04/2020
2781,26/04/2020
2782,26/04/2020
2783,26/04/2020
2784,26/04/2020
2785,26/04/2020
2786,26/04/2020
2787,26/04/2020
2788,26/04/2020
2789,26/04/2020
2790,26/04/2020
2791,26/04/2020
2792,26/04/2020
2793,26/04/2020
2794,26/04/2020
2795,26/04/2020
2796,26/04/2020
2797,26/04/2020
2798,26/04/2020
2799,26/04/2020
2800,26/04/2020
2801,26/04/2020
2802,26/04/2020
2803,26/04/2020
2804,27/04/2020
2805,27/04/2020
2806,27/04/2020
2807,27/04/2020
2808,27/04/2020
2809,27/04/2020
2810,27/04/2020
2811,27/04/2020
2812,27/04/2020
2813,27/04/2020
2814,27/04/2020
2815,27/04/2020
2816,27/04/2020
2817,27/04/2020
2818,27/04/2020
2819,27/04/2020
2820,27/04/2020
2821,27/04/2020
2822,27/04/2020
2823,27/04/2020
2824,27/04/2020
2825,27/04/2020
2826,27/04/2020
2827,27/04/2020
2828,28/04/2020
2829,28/04/2020
2830,28/04/2020
2831,28/04/2020
2832,28/04/2020
2833,28/04/2020
2834,28/04/2020
2835,28/04/2020
2836,28/04/2020
2837,28/04/2020
2838,28/04/2020
2839,28/04/2020
2840,28/04/2020
2841,28/04/2020
2842,28/04/2020
2843,28/04/2020
2844,28/04/2020
2845,28/04/2020
2846,28/04/2020
2847,28/04/2020
2848,28/04/2020
2849,28/04/2020
2850,28/04/2020
2851,28/04/2020
2852,29/04/2020
2853,29/04/2020
2854,29/04/2020
2855,29/04/2020
2856,29/04/2020
2857,29/04/2020
2858,29/04/2020
2859,29/04/2020
2860,29/04/2020
2861,29/04/2020
2862,29/04/2020
2863,29/04/2020
2864,29/04/2020
2865,29/04/2020
2866,29/04/2020
2867,29/04/2020
2868,29/04/2020
2869,29/04/2020
2870,29/04/2020
2871,29/04/2020
2872,29/04/2020
2873,29/04/2020
2874,29/04/2020
2875,29/04/2020
2876,30/04/2020
2877,30/04/2020
2878,30/04/2020
2879,30/04/2020
2880,30/04/2020
2881,30/04/2020
2882,30/04/2020
2883,30/04/2020
2884,30/04/2020
2885,30/04/2020
2886,30/04/2020
2887,30/04/2020
2888,30/04/2020
2889,30/04/2020
2890,30/04/2020
2891,30/04/2020
2892,30/04/2020
2893,30/04/2020
2894,30/04/2020
2895,30/04/2020
